2024/08/07,水,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/07,水,,,-,-,,-,-,¥0,,,-,,2024/08/07,水,,,-,-,,-,-,¥0,,,-,,2024/08/07,水,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/08,木,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/08,木,,,-,-,,-,-,¥0,,,-,,2024/08/08,木,,,-,-,,-,-,¥0,,,-,,2024/08/08,木,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/09,金,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/09,金,,,-,-,,-,-,¥0,,,-,,2024/08/09,金,,,-,-,,-,-,¥0,,,-,,2024/08/09,金,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/10,土,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/10,土,,,-,-,,-,-,¥0,,,-,,2024/08/10,土,,,-,-,,-,-,¥0,,,-,,2024/08/10,土,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/11,日,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/11,日,,,-,-,,-,-,¥0,,,-,,2024/08/11,日,,,-,-,,-,-,¥0,,,-,,2024/08/11,日,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/12,月,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/12,月,,,-,-,,-,-,¥0,,,-,,2024/08/12,月,,,-,-,,-,-,¥0,,,-,,2024/08/12,月,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/13,火,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/13,火,,,-,-,,-,-,¥0,,,-,,2024/08/13,火,,,-,-,,-,-,¥0,,,-,,2024/08/13,火,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/14,水,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/14,水,,,-,-,,-,-,¥0,,,-,,2024/08/14,水,,,-,-,,-,-,¥0,,,-,,2024/08/14,水,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/15,木,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/15,木,,,-,-,,-,-,¥0,,,-,,2024/08/15,木,,,-,-,,-,-,¥0,,,-,,2024/08/15,木,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/16,金,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/16,金,,,-,-,,-,-,¥0,,,-,,2024/08/16,金,,,-,-,,-,-,¥0,,,-,,2024/08/16,金,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/17,土,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/17,土,,,-,-,,-,-,¥0,,,-,,2024/08/17,土,,,-,-,,-,-,¥0,,,-,,2024/08/17,土,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/18,日,0,0,-,-,0,-,-,¥0,,0,-,,,,,,,2024/08/18,日,,,-,-,,-,-,¥0,,,-,,2024/08/18,日,,,-,-,,-,-,¥0,,,-,,2024/08/18,日,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/19,月,"5,651",34,0.60%,¥184,0,-,0.00%,"¥6,246",,0,-,,,,,,,2024/08/19,月,"1,217",13,1.07%,¥176,0,-,0.00%,"¥2,284",,,-,,2024/08/19,月,"2,040",13,0.64%,¥148,0,-,0.00%,"¥1,920",,,-,,2024/08/19,月,"2,394",8,0.33%,¥255,0,-,0.00%,"¥2,043",,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/20,火,"4,787",41,0.86%,¥385,0,-,0.00%,"¥15,783",,0,-,,,,,,,2024/08/20,火,"1,192",11,0.92%,¥494,0,-,0.00%,"¥5,434",,,-,,2024/08/20,火,"1,852",14,0.76%,¥375,0,-,0.00%,"¥5,244",,,-,,2024/08/20,火,"1,743",16,0.92%,¥319,0,-,0.00%,"¥5,105",,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/21,水,"1,871",18,0.96%,"¥1,067",1,"¥19,210",5.56%,"¥19,210",,1,"¥19,210",,,,,,,2024/08/21,水,456,8,1.75%,¥881,1,"¥7,050",12.50%,"¥7,050",,1,"¥7,050",,2024/08/21,水,667,4,0.60%,"¥1,541",0,-,0.00%,"¥6,165",,,-,,2024/08/21,水,748,6,0.80%,¥999,0,-,0.00%,"¥5,995",,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/22,木,"1,391",12,0.86%,"¥1,450",0,-,0.00%,"¥17,395",,0,-,,,,,,,2024/08/22,木,419,5,1.19%,"¥1,405",0,-,0.00%,"¥7,023",,,-,,2024/08/22,木,417,3,0.72%,"¥1,529",0,-,0.00%,"¥4,588",,,-,,2024/08/22,木,555,4,0.72%,"¥1,446",0,-,0.00%,"¥5,785",,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/23,金,"2,856",12,0.42%,"¥1,010",0,-,0.00%,"¥12,124",,0,-,,8月結果,,,,,2024/08/23,金,648,6,0.93%,¥854,0,-,0.00%,"¥5,126",,,-,,2024/08/23,金,936,2,0.21%,"¥1,694",0,-,0.00%,"¥3,389",,,-,,2024/08/23,金,"1,272",4,0.31%,¥902,0,-,0.00%,"¥3,609",,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/24,土,0,0,-,-,0,-,-,¥0,,0,-,,表示回数,"26,843",,,,2024/08/24,土,,,-,-,,-,-,¥0,,,-,,2024/08/24,土,,,-,-,,-,-,¥0,,,-,,2024/08/24,土,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/25,日,0,0,-,-,0,-,-,¥0,,0,-,,クリック数,222,,,,2024/08/25,日,,,-,-,,-,-,¥0,,,-,,2024/08/25,日,,,-,-,,-,-,¥0,,,-,,2024/08/25,日,,,-,-,,-,-,¥0,,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/26,月,"3,446",24,0.70%,¥780,1,"¥18,728",4.17%,"¥18,728",,2,"¥9,364",,クリック率,0.83%,,,,2024/08/26,月,"2,032",9,0.44%,"¥1,087",0,-,0.00%,"¥9,780",,1,"¥9,780",,2024/08/26,月,578,8,1.38%,¥552,1,"¥4,419",12.50%,"¥4,419",,1,"¥4,419",,2024/08/26,月,836,7,0.84%,¥647,0,-,0.00%,"¥4,529",,,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/27,火,"1,560",19,1.22%,¥953,3,"¥6,035",15.79%,"¥18,104",,2,"¥9,052",,クリック単価,¥754,,,,2024/08/27,火,776,9,1.16%,¥954,1,"¥8,584",11.11%,"¥8,584",,0,-,,2024/08/27,火,411,4,0.97%,"¥1,286",1,"¥5,144",25.00%,"¥5,144",,2,"¥2,572",,2024/08/27,火,373,6,1.61%,¥729,1,"¥4,376",16.67%,"¥4,376",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/28,水,"1,198",14,1.17%,"¥1,071",1,"¥14,994",7.14%,"¥14,994",,1,"¥14,994",,実獲得数,8,,,,2024/08/28,水,410,5,1.22%,"¥1,196",0,-,0.00%,"¥5,980",,0,-,,2024/08/28,水,494,4,0.81%,"¥1,245",0,-,0.00%,"¥4,979",,0,-,,2024/08/28,水,294,5,1.70%,¥807,1,"¥4,035",20.00%,"¥4,035",,1,"¥4,035",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/29,木,957,14,1.46%,"¥1,124",0,-,0.00%,"¥15,743",,1,"¥15,743",,CPA,"¥20,911",,,,2024/08/29,木,322,4,1.24%,"¥1,212",0,-,0.00%,"¥4,848",,0,-,,2024/08/29,木,326,5,1.53%,"¥1,079",0,-,0.00%,"¥5,395",,1,"¥5,395",,2024/08/29,木,309,5,1.62%,"¥1,100",0,-,0.00%,"¥5,500",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/30,金,"1,808",22,1.22%,¥700,1,"¥15,405",4.55%,"¥15,405",,1,"¥15,405",,CVR,3.60%,,,,2024/08/30,金,622,7,1.13%,¥638,0,-,0.00%,"¥4,468",,0,-,,2024/08/30,金,506,7,1.38%,¥696,1,"¥4,875",14.29%,"¥4,875",,0,-,,2024/08/30,金,680,8,1.18%,¥758,0,-,0.00%,"¥6,063",,1,"¥6,063",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/08/31,土,"1,318",12,0.91%,"¥1,130",0,-,0.00%,"¥13,558",,0,-,,消化金額,"¥167,288",,,,2024/08/31,土,493,6,1.22%,¥565,0,-,0.00%,"¥3,389",,0,-,,2024/08/31,土,516,2,0.39%,"¥2,662",0,-,0.00%,"¥5,324",,0,-,,2024/08/31,土,309,4,1.29%,"¥1,211",0,-,0.00%,"¥4,845",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日付,曜日,表示回数,クリック数,クリック率,クリック単価,CV,CPA,CVR,請求金額,,実獲得数,実CPA,,,,,,,日付,曜日,表示回数,クリック数,クリック率,クリック単価,CV,CPA,CVR,請求金額,,実獲得数,実CPA,,日付,曜日,表示回数,クリック数,クリック率,クリック単価,CV,CPA,CVR,請求金額,,実獲得数,実CPA,,日付,曜日,表示回数,クリック数,クリック率,クリック単価,CV,CPA,CVR,請求金額,,実獲得数,実CPA,,,,,,クリック率,クリック単価,,CPA,CVR,,,実獲得数,実CPA,,,,,,クリック率,クリック単価,,CPA,CVR,,,実獲得数,実CPA
2024年9月,,"31,155",306,0.98%,"¥1,246",17,"¥22,427",5.56%,"¥381,251",,22,"¥17,330",,URL,,,,,2024年9月,,"7,868",71,0.90%,"¥1,419",6,"¥16,788",8.45%,"¥100,726",,7,"¥14,389",,2024年9月,,"10,530",110,1.04%,"¥1,132",4,"¥31,142",3.64%,"¥124,568",,5,"¥24,914",,2024年9月,,"12,757",125,0.98%,"¥1,248",7,"¥22,279",5.60%,"¥155,956",,10,"¥15,596",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/01,日,"1,043",13,1.25%,"¥1,283",2,"¥8,342",15.38%,"¥16,684",,2,"¥8,342",,"◾️LP1
https://a1.ritzpro.website

◾️LP2
https://b1.ritzpro.website

◾️LP3
https://c1.ritzpro.website

◾️サンクスページ
https://thxa1.ritzpro.website
",,,,,2024/09/01,日,329,3,0.91%,"¥1,490",0,-,0.00%,"¥4,469",,0,-,,2024/09/01,日,327,4,1.22%,"¥1,539",0,-,0.00%,"¥6,155",,0,-,,2024/09/01,日,387,6,1.55%,"¥1,010",2,"¥3,030",33.33%,"¥6,060",,2,"¥3,030",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/02,月,970,10,1.03%,"¥1,668",1,"¥16,679",10.00%,"¥16,679",,2,"¥8,339",,,,,,,2024/09/02,月,142,2,1.41%,"¥2,019",0,-,0.00%,"¥4,039",,1,"¥4,039",,2024/09/02,月,407,5,1.23%,"¥1,087",0,-,0.00%,"¥5,435",,0,-,,2024/09/02,月,421,3,0.71%,"¥2,402",1,"¥7,205",33.33%,"¥7,205",,1,"¥7,205",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/03,火,"1,133",13,1.15%,"¥1,186",0,-,0.00%,"¥15,415",,0,-,,,,,,,2024/09/03,火,278,3,1.08%,"¥1,270",0,-,0.00%,"¥3,810",,0,-,,2024/09/03,火,353,7,1.98%,¥593,0,-,0.00%,"¥4,150",,0,-,,2024/09/03,火,502,3,0.60%,"¥2,485",0,-,0.00%,"¥7,455",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/04,水,"1,075",16,1.49%,¥998,2,"¥7,986",12.50%,"¥15,971",,2,"¥7,986",,,,,,,2024/09/04,水,182,2,1.10%,"¥1,624",0,-,0.00%,"¥3,249",,0,-,,2024/09/04,水,434,10,2.30%,¥513,1,"¥5,125",10.00%,"¥5,125",,1,"¥5,125",,2024/09/04,水,459,4,0.87%,"¥1,899",1,"¥7,598",25.00%,"¥7,598",,1,"¥7,598",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/05,木,"1,003",10,1.00%,"¥1,467",0,-,0.00%,"¥14,668",,0,-,,,,,,,2024/09/05,木,136,2,1.47%,"¥1,218",0,-,0.00%,"¥2,435",,0,-,,2024/09/05,木,405,5,1.23%,¥977,0,-,0.00%,"¥4,885",,0,-,,2024/09/05,木,462,3,0.65%,"¥2,449",0,-,0.00%,"¥7,348",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/06,金,915,8,0.87%,"¥1,764",0,-,0.00%,"¥14,114",,0,-,,,,,,,2024/09/06,金,102,1,0.98%,"¥1,890",0,-,0.00%,"¥1,890",,0,-,,2024/09/06,金,368,1,0.27%,"¥4,820",0,-,0.00%,"¥4,820",,0,-,,2024/09/06,金,445,6,1.35%,"¥1,234",0,-,0.00%,"¥7,404",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/07,土,578,4,0.69%,"¥2,349",1,"¥9,395",25.00%,"¥9,395",,1,"¥9,395",,,,,,,2024/09/07,土,,,-,-,,-,-,¥0,,,-,,2024/09/07,土,320,2,0.63%,"¥2,401",1,"¥4,801",50.00%,"¥4,801",,1,"¥4,801",,2024/09/07,土,258,2,0.78%,"¥2,297",0,-,0.00%,"¥4,594",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/08,日,966,10,1.04%,"¥1,135",0,-,0.00%,"¥11,354",,0,-,,,,,,,2024/09/08,日,,,-,-,,-,-,¥0,,,-,,2024/09/08,日,585,8,1.37%,¥693,0,-,0.00%,"¥5,548",,0,-,,2024/09/08,日,381,2,0.52%,"¥2,903",0,-,0.00%,"¥5,806",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/09,月,"1,195",13,1.09%,¥815,1,"¥10,593",7.69%,"¥10,593",,1,"¥10,593",,,,,,,2024/09/09,月,,,-,-,,-,-,¥0,,,-,,2024/09/09,月,651,3,0.46%,"¥1,589",0,-,0.00%,"¥4,768",,0,-,,2024/09/09,月,544,10,1.84%,¥583,1,"¥5,825",10.00%,"¥5,825",,1,"¥5,825",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/10,火,"1,012",7,0.69%,"¥1,752",0,-,0.00%,"¥12,263",,0,-,,,,,,,2024/09/10,火,96,1,1.04%,"¥1,995",0,-,0.00%,"¥1,995",,0,-,,2024/09/10,火,327,4,1.22%,¥991,0,-,0.00%,"¥3,963",,0,-,,2024/09/10,火,589,2,0.34%,"¥3,153",0,-,0.00%,"¥6,305",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/11,水,"1,430",9,0.63%,"¥1,538",0,-,0.00%,"¥13,846",,1,"¥13,846",,,,,,,2024/09/11,水,377,3,0.80%,"¥1,212",0,-,0.00%,"¥3,636",,0,-,,2024/09/11,水,488,3,0.61%,"¥1,261",0,-,0.00%,"¥3,783",,0,-,,2024/09/11,水,565,3,0.53%,"¥2,143",0,-,0.00%,"¥6,428",,1,"¥6,428",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/12,木,"1,230",15,1.22%,¥922,1,"¥13,825",6.67%,"¥13,825",,1,"¥13,825",,,,,,,2024/09/12,木,255,3,1.18%,"¥1,132",1,"¥3,396",33.33%,"¥3,396",,1,"¥3,396",,2024/09/12,木,429,6,1.40%,¥779,0,-,0.00%,"¥4,676",,0,-,,2024/09/12,木,546,6,1.10%,¥959,0,-,0.00%,"¥5,753",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/13,金,"1,107",13,1.17%,"¥1,031",0,-,0.00%,"¥13,406",,2,"¥6,703",,,,,,,2024/09/13,金,224,2,0.89%,"¥1,664",0,-,0.00%,"¥3,329",,0,-,,2024/09/13,金,385,4,1.04%,"¥1,213",0,-,0.00%,"¥4,851",,1,"¥4,851",,2024/09/13,金,498,7,1.41%,¥747,0,-,0.00%,"¥5,226",,1,"¥5,226",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/14,土,"1,048",11,1.05%,"¥1,002",0,-,0.00%,"¥11,020",,0,-,,,,,,,2024/09/14,土,282,3,1.06%,¥815,0,-,0.00%,"¥2,446",,0,-,,2024/09/14,土,464,5,1.08%,¥865,0,-,0.00%,"¥4,323",,0,-,,2024/09/14,土,302,3,0.99%,"¥1,417",0,-,0.00%,"¥4,251",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/15,日,"1,362",17,1.25%,¥860,1,"¥14,624",5.88%,"¥14,624",,1,"¥14,624",,,,,,,2024/09/15,日,301,7,2.33%,¥501,1,"¥3,504",14.29%,"¥3,504",,1,"¥3,504",,2024/09/15,日,516,4,0.78%,"¥1,405",0,-,0.00%,"¥5,620",,0,-,,2024/09/15,日,545,6,1.10%,¥917,0,-,0.00%,"¥5,500",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/16,月,"1,303",9,0.69%,"¥1,576",2,"¥7,090",22.22%,"¥14,180",,2,"¥7,090",,,,,,,2024/09/16,月,352,2,0.57%,"¥1,654",0,-,0.00%,"¥3,309",,0,-,,2024/09/16,月,423,2,0.47%,"¥2,735",1,"¥5,470",50.00%,"¥5,470",,1,"¥5,470",,2024/09/16,月,528,5,0.95%,"¥1,080",1,"¥5,401",20.00%,"¥5,401",,1,"¥5,401",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/17,火,"1,162",10,0.86%,"¥1,356",1,"¥13,556",10.00%,"¥13,556",,1,"¥13,556",,,,,,,2024/09/17,火,371,2,0.54%,"¥1,762",1,"¥3,524",50.00%,"¥3,524",,1,"¥3,524",,2024/09/17,火,322,4,1.24%,"¥1,206",0,-,0.00%,"¥4,824",,0,-,,2024/09/17,火,469,4,0.85%,"¥1,302",0,-,0.00%,"¥5,209",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/18,水,816,9,1.10%,"¥1,167",0,-,0.00%,"¥10,501",,0,-,,,,,,,2024/09/18,水,317,2,0.63%,"¥1,815",0,-,0.00%,"¥3,630",,0,-,,2024/09/18,水,230,3,1.30%,"¥1,033",0,-,0.00%,"¥3,100",,0,-,,2024/09/18,水,269,4,1.49%,¥943,0,-,0.00%,"¥3,771",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/19,木,332,3,0.90%,"¥1,678",0,-,0.00%,"¥5,034",,0,-,,,,,,,2024/09/19,木,115,1,0.87%,"¥1,791",0,-,0.00%,"¥1,791",,0,-,,2024/09/19,木,74,1,1.35%,"¥1,746",0,-,0.00%,"¥1,746",,0,-,,2024/09/19,木,143,1,0.70%,"¥1,496",0,-,0.00%,"¥1,496",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/20,金,"1,008",18,1.79%,¥725,0,-,0.00%,"¥13,041",,0,-,,,,,,,2024/09/20,金,360,4,1.11%,"¥1,214",0,-,0.00%,"¥4,858",,0,-,,2024/09/20,金,242,5,2.07%,¥739,0,-,0.00%,"¥3,696",,0,-,,2024/09/20,金,406,9,2.22%,¥499,0,-,0.00%,"¥4,488",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/21,土,"1,068",8,0.75%,"¥1,560",1,"¥12,480",12.50%,"¥12,480",,1,"¥12,480",,,,,,,2024/09/21,土,278,3,1.08%,"¥1,464",0,-,0.00%,"¥4,393",,0,-,,2024/09/21,土,338,4,1.18%,¥935,1,"¥3,739",25.00%,"¥3,739",,1,"¥3,739",,2024/09/21,土,452,1,0.22%,"¥4,349",0,-,0.00%,"¥4,349",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/22,日,927,3,0.32%,"¥3,940",0,-,0.00%,"¥11,821",,0,-,,,,,,,2024/09/22,日,273,0,0.00%,-,0,-,-,"¥4,250",,0,-,,2024/09/22,日,253,0,0.00%,-,0,-,-,"¥3,279",,0,-,,2024/09/22,日,401,3,0.75%,"¥1,431",0,-,0.00%,"¥4,293",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/23,月,715,9,1.26%,"¥1,330",0,-,0.00%,"¥11,970",,0,-,,9月結果,,,,,2024/09/23,月,253,2,0.79%,"¥1,901",0,-,0.00%,"¥3,803",,0,-,,2024/09/23,月,180,2,1.11%,"¥1,621",0,-,0.00%,"¥3,241",,0,-,,2024/09/23,月,282,5,1.77%,¥985,0,-,0.00%,"¥4,926",,0,-,,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
2024/09/24,火,"1,038",11,1.06%,"¥1,053",0,-,0.00%,"¥11,581",,1,"¥11,581",,表示回数,"31,155",,,,2024/09/24,火,315,2,0.63%,"¥1,902",0,-,0.00%,"¥3,804",,0,-,,2024/09/24,火,229,2,0.87%,"¥1,646",0,-,0.00%,"¥3,293",,0,-,,2024/09/24,火,494,7,1.42%,¥641,0,-,0.00%,"¥4,485",,1,"¥4,485",,,,,,-,-,,-,-,,,,-,,,,,,-,-,,-,-,,,,-
